country,year,primary_energy_consumption,renewables_consumption,fossil_fuel_consumption
Belgium,2006,758.241,9.171,621.708
Belgium,2007,763.469,10.805,621.806
Belgium,2008,775.734,13.687,639.172
Belgium,2009,715.849,18.292,571.008
Belgium,2010,764.721,24.402,612.624
Belgium,2011,713.592,29.101,556.806
Belgium,2012,684.924,35.258,543.644
Belgium,2013,701.93,38.324,552.079
Belgium,2014,650.872,40.042,523.214
Belgium,2015,657.449,44.693,545.301
Belgium,2016,709.505,45.998,551.702
Belgium,2017,716.058,50.562,557.659
Belgium,2018,714.225,53.84,587.782
Belgium,2019,738.434,59.656,568.687
Belgium,2020,664.012,72.134,505.096
Belgium,2021,738.345,70.47,541.509
Belgium,2022,694.486,75.211,509.498
Belgium,2023,642.063,80.419,479.564
Brazil,1965,273.87,75.448,198.422
Brazil,1966,298.78,82.518,216.262
Brazil,1967,309.579,86.312,223.268
Brazil,1968,353.486,90.336,263.15
Brazil,1969,385.812,96.67,289.142
Brazil,1970,453.364,122.939,330.425
Brazil,1971,505.227,133.251,371.976
Brazil,1972,576.983,156.455,420.528
Brazil,1973,679.622,177.159,502.463
Brazil,1974,757.394,200.065,557.328
Brazil,1975,799.321,219.734,579.587
Brazil,1976,875.158,250.881,624.277
Brazil,1977,933.365,286.414,646.951
Brazil,1978,1032.268,319.629,712.64
Brazil,1979,1126.455,366.291,760.163
Brazil,1980,1153.122,406.401,746.721
Brazil,1981,1130.038,410.469,719.569
Brazil,1982,1188.162,449.086,739.077
Brazil,1983,1201.787,493.075,708.712
Brazil,1984,1279.698,545.857,729.179
Brazil,1985,1371.653,591.336,770.724
Brazil,1986,1446.851,619.069,827.373
Brazil,1987,1486.949,630.525,853.664
Brazil,1988,1532.864,673.435,857.704
Brazil,1989,1576.284,696.192,874.9
Brazil,1990,1565.992,697.354,862.29
Brazil,1991,1616.594,731.814,880.688
Brazil,1992,1639.306,749.759,884.555
Brazil,1993,1715.203,788.741,925.208
Brazil,1994,1798.857,818.399,980.302
Brazil,1995,1912.793,855.655,1049.99
Brazil,1996,2025.349,897.23,1121.231
Brazil,1997,2153.253,934.968,1209.293
Brazil,1998,2229.139,971.782,1248.093
Brazil,1999,2254.618,979.318,1264.015
Brazil,2000,2356.764,1000.287,1339.321
Brazil,2001,2297.833,886.256,1371.323
Brazil,2002,2350.13,944.3,1367.077
Brazil,2003,2394.621,997.334,1360.113
Brazil,2004,2511.056,1045.503,1433.446
Brazil,2005,2576.396,1095.285,1454.032
Brazil,2006,2647.395,1122.438,1487.402
Brazil,2007,2817.879,1225.19,1559.18
Brazil,2008,2939.233,1253.053,1648.513
Brazil,2009,2918.588,1329.17,1554.695
Brazil,2010,3185.037,1396.908,1749.447
Brazil,2011,3295.79,1447.993,1806.344
Brazil,2012,3392.321,1414.605,1935.516
Brazil,2013,3473.939,1387.057,2046.477
Brazil,2014,3564.418,1384.521,2139.918
Brazil,2015,3516.957,1407.973,2070.909
Brazil,2016,3432.165,1475.092,1916.32
Brazil,2017,3462.993,1476.988,1945.812
Brazil,2018,3475.968,1579.067,1857.108
Brazil,2019,3532.95,1653.713,1838.441
Brazil,2020,3394.368,1652.831,1706.122
Brazil,2021,3570.67,1603.732,1930.015
Brazil,2022,3732.201,1822.539,1873.238
Brazil,2023,3853.715,1939.629,1877.917
Bulgaria,1965,119.926,5.914,114.012
Bulgaria,1966,128.565,5.944,122.622
Bulgaria,1967,149.341,5.979,143.362
Bulgaria,1968,166.938,3.859,163.079
Bulgaria,1969,186.068,5.438,180.63
Bulgaria,1970,209.358,6.363,202.995
Bulgaria,1971,217.997,6.417,211.58
Bulgaria,1972,224.318,6.195,218.123
Bulgaria,1973,233.074,7.599,225.474
Bulgaria,1974,240.031,6.151,231.247
Bulgaria,1975,265.313,7.253,250.812
Bulgaria,1976,281.004,8.735,258.113
Bulgaria,1977,296.127,10.435,268.995
Bulgaria,1978,306.622,8.602,281.251
Bulgaria,1979,318.254,9.791,290.927
Bulgaria,1980,335.992,10.979,307.519
Bulgaria,1981,331.034,10.698,294.461
Bulgaria,1982,339.126,9.019,299.615
Bulgaria,1983,341.428,9.915,296.56
Bulgaria,1984,339.449,9.64,293.673
Bulgaria,1985,336.879,6.615,293.004
Bulgaria,1986,343.634,6.878,302.508
Bulgaria,1987,346.295,7.502,303.505
Bulgaria,1988,354.368,7.676,301.207
Bulgaria,1989,351.288,7.957,302.0
Bulgaria,1990,324.408,4.82,277.976
Bulgaria,1991,262.598,6.706,218.482
Bulgaria,1992,247.091,5.627,208.685
Bulgaria,1993,263.601,5.284,218.669
Bulgaria,1994,253.54,3.832,206.194
Bulgaria,1995,272.66,6.428,217.253
Bulgaria,1996,271.906,8.54,212.059
Bulgaria,1997,257.145,8.055,198.721
Bulgaria,1998,247.26,9.072,190.237
Bulgaria,1999,217.257,8.078,164.306
Bulgaria,2000,217.377,7.78,158.017
Bulgaria,2001,224.567,4.85,164.595
Bulgaria,2002,217.838,6.176,155.022
Bulgaria,2003,225.353,8.686,168.577
Bulgaria,2004,217.915,9.048,162.37
Bulgaria,2005,236.086,12.318,172.514
Bulgaria,2006,240.701,12.045,175.432
Bulgaria,2007,232.64,8.134,184.773
Bulgaria,2008,230.224,8.26,179.453
Bulgaria,2009,202.106,10.34,150.882
Bulgaria,2010,211.471,16.195,154.662
Bulgaria,2011,224.607,10.949,170.472
Bulgaria,2012,213.428,15.382,156.513
Bulgaria,2013,198.108,20.162,140.885
Bulgaria,2014,211.55,21.377,148.925
Bulgaria,2015,224.68,25.387,159.541
Bulgaria,2016,213.117,20.905,151.685
Bulgaria,2017,218.174,18.421,160.054
Bulgaria,2018,218.814,27.547,150.328
Bulgaria,2019,211.551,22.792,146.883
Bulgaria,2020,195.374,22.542,130.932
Bulgaria,2021,221.896,30.434,150.064
Bulgaria,2022,229.475,28.607,159.683
Bulgaria,2023,199.267,29.912,129.035
CIS (EI),1965,6916.875,240.799,6670.796
CIS (EI),1966,7356.216,271.52,7078.841
CIS (EI),1967,7730.988,261.903,7462.688
CIS (EI),1968,8020.227,307.645,7703.69
CIS (EI),1969,8391.309,340.589,8040.412
CIS (EI),1970,8809.916,367.781,8429.683
CIS (EI),1971,9242.354,372.873,8854.193
CIS (EI),1972,9712.479,363.411,9321.167
CIS (EI),1973,10210.021,361.773,9807.643
CIS (EI),1974,10774.621,390.411,10323.314
CIS (EI),1975,11306.364,372.542,10852.624
CIS (EI),1976,11747.266,401.367,11237.641
CIS (EI),1977,12274.353,434.719,11694.834
CIS (EI),1978,12805.889,501.804,12155.222
CIS (EI),1979,13156.517,508.67,12478.68
CIS (EI),1980,13451.627,543.903,12697.965
CIS (EI),1981,13738.253,552.2,12938.938
CIS (EI),1982,14080.254,516.518,13279.264
CIS (EI),1983,14377.112,533.328,13527.699
CIS (EI),1984,14920.483,600.233,13912.219
CIS (EI),1985,11984.144,573.928,11113.453
CIS (EI),1986,12255.632,577.208,11372.044
CIS (EI),1987,12623.481,582.462,11674.885
CIS (EI),1988,12884.827,605.945,11882.69
CIS (EI),1989,12902.393,588.904,11922.714
CIS (EI),1990,12754.882,624.828,11794.305
CIS (EI),1991,12515.533,625.477,11548.07
CIS (EI),1992,11947.226,638.902,10967.566
CIS (EI),1993,11057.895,658.345,10060.092
CIS (EI),1994,10089.537,669.439,9141.453
CIS (EI),1995,9494.463,651.647,8559.305
CIS (EI),1996,9187.944,588.069,8283.667
CIS (EI),1997,8672.678,585.224,7774.177
CIS (EI),1998,8644.509,586.658,7758.788
CIS (EI),1999,8739.432,600.929,7786.787
CIS (EI),2000,8857.685,616.564,7864.525
CIS (EI),2001,9026.435,638.739,7996.062
CIS (EI),2002,9004.098,605.654,7995.363
CIS (EI),2003,9191.743,597.655,8170.134
CIS (EI),2004,9365.85,651.926,8307.691
CIS (EI),2005,9383.399,641.315,8323.985
CIS (EI),2006,9739.263,633.144,8671.771
CIS (EI),2007,9851.832,644.423,8766.184
CIS (EI),2008,9871.024,585.097,8839.531
CIS (EI),2009,9442.299,611.51,8385.725
CIS (EI),2010,9823.389,603.986,8758.882
CIS (EI),2011,10241.085,589.054,9187.478
CIS (EI),2012,10401.584,586.19,9342.194
CIS (EI),2013,10225.446,627.456,9140.659
CIS (EI),2014,10337.365,602.243,9258.812
CIS (EI),2015,10073.747,584.256,8977.16
CIS (EI),2016,10320.169,636.941,9172.035
CIS (EI),2017,10422.543,646.389,9250.69
CIS (EI),2018,10847.95,654.414,9668.867
CIS (EI),2019,10783.709,666.866,9582.662
CIS (EI),2020,10493.88,710.919,9231.021
CIS (EI),2021,10902.663,723.868,9600.848
CIS (EI),2022,11229.685,686.978,9964.213
CIS (EI),2023,11311.546,704.959,10028.712
Canada,1965,1389.036,349.185,1039.488
Canada,1966,1478.791,387.366,1090.938
Canada,1967,1546.292,396.012,1149.846
Canada,1968,1645.59,402.742,1240.243
Canada,1969,1745.348,445.435,1298.412
Canada,1970,1868.563,467.609,1398.011
Canada,1971,1927.145,480.395,1434.642
Canada,1972,2074.272,537.105,1516.706
Canada,1973,2252.543,575.59,1633.67
Canada,1974,2323.399,622.94,1658.759
Canada,1975,2288.937,598.702,1654.568
Canada,1976,2396.989,631.176,1716.395
Canada,1977,2535.542,654.385,1806.412
Canada,1978,2584.216,699.257,1796.423
Canada,1979,2660.205,726.157,1833.966
Canada,1980,2711.693,746.792,1856.985
Canada,1981,2695.77,792.662,1789.417
Canada,1982,2614.628,769.125,1736.721
Canada,1983,2600.305,793.073,1669.3
Canada,1984,2766.163,853.523,1764.493
Canada,1985,2857.275,903.231,1782.314
Canada,1986,2884.924,924.501,1758.202
Canada,1987,2977.613,942.401,1815.983
Canada,1988,3096.846,917.018,1944.692
Canada,1989,3127.392,869.959,2032.37
Canada,1990,3008.582,886.96,1916.016
Canada,1991,3020.828,921.335,1860.179
Canada,1992,3101.725,946.402,1928.26
Canada,1993,3180.007,968.34,1946.971
Canada,1994,3301.156,987.947,2009.356
Canada,1995,3381.887,1010.782,2095.4
Canada,1996,3474.036,1072.758,2139.88
Canada,1997,3491.245,1057.32,2201.377
Canada,1998,3441.169,1008.516,2231.21
Canada,1999,3550.909,1050.671,2293.156
Canada,2000,3647.49,1085.778,2356.577
Canada,2001,3572.098,1007.382,2350.008
Canada,2002,3693.393,1054.336,2428.989
Canada,2003,3711.021,1008.656,2495.393
Canada,2004,3768.068,1010.894,2508.973
Canada,2005,3793.256,1072.182,2469.933
Canada,2006,3771.95,1041.744,2464.582
Canada,2007,3915.844,1084.499,2579.457
Canada,2008,3869.268,1106.266,2505.881
Canada,2009,3717.698,1085.967,2391.977
Canada,2010,3752.479,1043.5,2469.195
Canada,2011,3893.982,1115.566,2532.39
Canada,2012,3905.844,1132.844,2525.139
Canada,2013,3999.053,1158.95,2571.458
Canada,2014,4007.746,1130.124,2600.671
Canada,2015,4019.313,1162.338,2595.714
Canada,2016,3983.994,1181.741,2543.507
Canada,2017,4038.178,1202.723,2578.561
Canada,2018,4090.168,1177.656,2658.55
Canada,2019,4067.85,1161.407,2652.247
Canada,2020,3821.683,1175.253,2400.681
Canada,2021,3866.976,1171.102,2464.905
Canada,2022,3971.974,1213.865,2541.371
Canada,2023,3874.887,1133.915,2519.079
Central America (EI),1971,56.65,7.216,49.315
Central America (EI),1972,60.192,7.768,52.216
Central America (EI),1973,65.828,8.17,57.527
Central America (EI),1974,70.122,9.178,60.87
Central America (EI),1975,77.279,9.162,68.046
Central America (EI),1976,82.006,10.761,71.194
Central America (EI),1977,86.724,10.703,76.021
Central America (EI),1978,91.0,13.968,77.031
Central America (EI),1979,94.041,16.236,77.805
Central America (EI),1980,91.187,18.433,72.754
Central America (EI),1981,90.717,20.32,70.397
Central America (EI),1982,90.224,20.015,70.209
Central America (EI),1983,90.484,21.334,69.15
Central America (EI),1984,94.639,24.22,70.419
Central America (EI),1985,98.294,26.329,71.965
Central America (EI),1986,101.786,30.093,71.693
Central America (EI),1987,108.372,31.305,77.067
Central America (EI),1988,107.837,33.101,74.736
Central America (EI),1989,114.651,36.373,78.278
Central America (EI),1990,118.707,38.038,80.669
Central America (EI),1991,125.515,37.443,88.072
Central America (EI),1992,137.306,37.241,100.065
Central America (EI),1993,147.539,40.606,106.934
Central America (EI),1994,156.295,39.314,116.981
Central America (EI),1995,168.496,39.05,129.446
Central America (EI),1996,171.262,44.296,126.966
Central America (EI),1997,180.588,43.44,137.148
Central America (EI),1998,200.339,42.914,157.425
Central America (EI),1999,207.26,51.733,155.527
Central America (EI),2000,214.989,54.169,160.82
Central America (EI),2001,221.866,49.678,172.188
Central America (EI),2002,227.285,52.613,174.672
Central America (EI),2003,236.833,54.677,182.156
Central America (EI),2004,245.149,57.682,187.467
Central America (EI),2005,246.901,61.397,185.504
Central America (EI),2006,260.761,64.462,196.3
Central America (EI),2007,271.437,65.189,206.248
Central America (EI),2008,280.229,71.134,209.095
Central America (EI),2009,274.733,69.156,205.577
Central America (EI),2010,286.601,77.596,209.004
Central America (EI),2011,293.78,77.378,216.403
Central America (EI),2012,306.358,84.229,222.129
Central America (EI),2013,311.261,84.67,226.59
Central America (EI),2014,320.682,87.081,233.601
Central America (EI),2015,353.317,94.383,258.933
Central America (EI),2016,368.634,98.788,269.845
Central America (EI),2017,382.838,109.532,273.306
Central America (EI),2018,390.168,114.19,275.978
Central America (EI),2019,410.268,104.421,305.847
Central America (EI),2020,356.9,115.947,240.953
Central America (EI),2021,401.014,126.47,274.544
Central America (EI),2022,414.316,128.02,286.297
Central America (EI),2023,424.156,113.798,310.357
Chile,1965,72.433,11.692,60.741
Chile,1966,77.675,12.325,65.35
Chile,1967,79.188,12.582,66.606
Chile,1968,78.859,10.542,68.317
Chile,1969,84.996,11.899,73.097
Chile,1970,89.744,12.736,77.008
Chile,1971,97.109,14.431,82.678
Chile,1972,98.945,17.126,81.82
Chile,1973,95.742,16.707,79.035
Chile,1974,95.927,18.965,76.962
Chile,1975,86.828,19.052,67.776
Chile,1976,90.164,19.746,70.418
Chile,1977,94.378,20.863,73.515
Chile,1978,98.103,21.732,76.371
Chile,1979,103.576,22.324,81.253
Chile,1980,106.976,23.61,83.367
Chile,1981,107.583,24.451,83.132
Chile,1982,100.631,26.796,73.835
Chile,1983,104.541,29.09,75.452
Chile,1984,108.525,30.138,78.387
Chile,1985,109.9,33.356,76.544
Chile,1986,114.165,35.875,78.29
Chile,1987,119.833,38.783,81.05
Chile,1988,133.717,38.178,95.539
Chile,1989,147.822,32.2,115.622
Chile,1990,155.681,29.514,126.167
Chile,1991,174.964,42.14,132.825
Chile,1992,194.194,55.064,139.13
Chile,1993,205.228,56.498,148.73
Chile,1994,215.481,55.927,159.554
Chile,1995,232.236,60.447,171.788
Chile,1996,245.845,55.443,190.402
Chile,1997,281.059,61.579,219.48
Chile,1998,281.476,50.832,230.643
Chile,1999,293.115,44.776,248.339
Chile,2000,307.391,60.812,246.58
Chile,2001,313.345,69.084,244.261
Chile,2002,320.801,73.385,247.417
Chile,2003,322.49,70.983,251.507
Chile,2004,344.299,66.924,277.375
Chile,2005,357.327,78.967,278.36
Chile,2006,369.682,84.871,284.811
Chile,2007,369.299,71.792,297.506
Chile,2008,369.306,79.751,289.555
Chile,2009,354.372,81.366,273.006
Chile,2010,363.948,72.191,291.756
Chile,2011,385.712,71.284,314.428
Chile,2012,402.747,75.503,327.243
Chile,2013,413.759,77.773,335.986
Chile,2014,409.534,83.512,326.022
Chile,2015,414.23,90.738,323.492
Chile,2016,433.903,87.562,346.341
Chile,2017,450.347,100.51,349.837
Chile,2018,468.278,113.95,354.328
Chile,2019,473.979,111.212,362.767
Chile,2020,442.478,114.422,328.056
Chile,2021,476.857,116.142,360.715
Chile,2022,503.505,136.368,367.138
Chile,2023,504.068,153.903,350.164
China,1965,1536.194,65.341,1470.854
China,1966,1669.308,66.491,1602.817
China,1967,1501.068,57.317,1443.752
China,1968,1516.696,67.628,1449.068
China,1969,1845.186,68.778,1776.409
China,1970,2361.698,71.077,2290.621
China,1971,2800.124,85.975,2714.149
China,1972,3018.837,97.436,2921.401
China,1973,3186.893,108.897,3077.997
China,1974,3286.762,123.232,3163.529
China,1975,3680.441,128.956,3551.485
China,1976,3874.827,130.681,3744.146
China,1977,4225.152,136.418,4088.734
China,1978,4632.033,127.819,4504.213
China,1979,4771.826,143.579,4628.246
China,1980,4827.534,172.159,4655.374
China,1981,4763.85,193.722,4570.128
China,1982,4976.87,220.041,4756.829
China,1983,5297.698,255.534,5042.164
China,1984,5685.145,256.71,5428.434
China,1985,6150.371,273.189,5877.182
China,1986,6444.106,279.579,6164.527
China,1987,6950.239,295.771,6654.468
China,1988,7467.112,322.809,7144.303
China,1989,7836.437,350.134,7486.303
China,1990,7938.249,374.977,7563.272
China,1991,8337.61,368.921,7968.69
China,1992,8773.708,387.158,8386.55
China,1993,9457.634,449.981,9003.102
China,1994,10048.812,497.665,9509.277
China,1995,10352.658,574.968,9741.276
China,1996,10907.449,560.985,10305.78
China,1997,10981.134,588.779,10351.442
China,1998,11000.566,597.086,10363.471
China,1999,11386.067,590.742,10752.908
China,2000,11800.283,667.533,11085.259
China,2001,12470.062,825.347,11595.461
China,2002,13580.49,852.921,12657.19
China,2003,15818.756,838.57,14859.567
China,2004,18509.135,1036.686,17332.893
China,2005,21027.164,1167.95,19713.344
China,2006,23048.332,1285.599,21612.988
China,2007,25049.576,1432.734,23448.26
China,2008,26020.463,1892.696,23943.34
China,2009,27158.898,1883.614,25087.559
China,2010,29055.609,2212.766,26643.771
China,2011,31336.535,2219.735,28885.965
China,2012,32624.178,2780.055,29585.432
China,2013,33852.562,3032.571,30528.387
China,2014,34729.066,3551.896,30830.85
China,2015,35135.988,3807.284,30885.832
China,2016,35277.711,4136.315,30593.768
China,2017,36649.383,4504.657,31511.137
China,2018,38409.645,4940.542,32720.146
China,2019,40188.543,5409.004,33897.516
China,2020,41493.711,5842.432,34728.391
China,2021,43847.004,6531.542,36292.246
China,2022,44516.312,7098.467,36372.648
China,2023,47427.562,7666.523,38677.414
Colombia,1965,97.673,10.479,87.194
Colombia,1966,109.927,11.642,98.285
Colombia,1967,115.861,12.979,102.882
Colombia,1968,120.285,14.463,105.823
Colombia,1969,121.783,16.08,105.702
Colombia,1970,133.433,17.898,115.535
Colombia,1971,132.013,18.994,113.019
Colombia,1972,152.193,21.039,131.154
Colombia,1973,147.196,22.897,124.299
Colombia,1974,164.66,25.998,138.662
Colombia,1975,155.635,29.382,126.253
Colombia,1976,162.258,30.884,131.373
Colombia,1977,167.654,31.519,136.135
Colombia,1978,176.187,36.353,139.834
Colombia,1979,183.328,39.897,143.431
Colombia,1980,190.734,43.444,147.29
Colombia,1981,193.446,42.859,150.587
Colombia,1982,199.038,45.798,153.241
Colombia,1983,209.62,46.183,163.436
Colombia,1984,212.379,51.497,160.881
Colombia,1985,219.453,55.381,164.072
Colombia,1986,229.963,63.93,166.033
Colombia,1987,251.271,69.598,181.673
Colombia,1988,251.092,73.378,177.714
Colombia,1989,264.485,80.069,184.416
Colombia,1990,252.481,82.18,170.302
Colombia,1991,259.169,82.844,176.324
Colombia,1992,268.506,66.969,201.537
Colombia,1993,292.186,83.613,208.574
Colombia,1994,316.39,96.214,220.176
Colombia,1995,323.725,96.115,227.61
Colombia,1996,336.599,105.928,230.67
Colombia,1997,342.17,94.615,247.554
Colombia,1998,346.521,92.719,253.802
Colombia,1999,322.875,101.111,221.763
Colombia,2000,314.184,92.711,221.474
Colombia,2001,316.865,94.521,222.343
Colombia,2002,316.936,100.728,216.208
Colombia,2003,322.863,106.515,216.349
Colombia,2004,339.531,112.117,227.413
Colombia,2005,334.302,114.242,220.059
Colombia,2006,385.987,124.484,261.502
Colombia,2007,392.271,128.533,263.738
Colombia,2008,408.48,133.191,275.289
Colombia,2009,403.782,121.115,282.667
Colombia,2010,424.601,121.463,303.138
Colombia,2011,443.797,144.874,298.923
Colombia,2012,471.933,142.606,329.327
Colombia,2013,485.04,132.969,352.07
Colombia,2014,510.586,134.813,375.773
Colombia,2015,483.403,134.314,349.089
Colombia,2016,544.617,139.637,404.981
Colombia,2017,549.702,166.515,383.187
Colombia,2018,558.419,166.003,392.416
Colombia,2019,563.192,161.43,401.762
Colombia,2020,512.586,148.703,363.883
Colombia,2021,574.745,178.1,396.645
Colombia,2022,610.067,188.662,421.406
Colombia,2023,626.485,181.16,445.325
Croatia,1990,100.82,11.618,89.202
Croatia,1991,83.79,16.37,67.419
Croatia,1992,80.523,12.879,67.644
Croatia,1993,84.006,13.514,70.492
Croatia,1994,84.863,16.09,68.773
Croatia,1995,87.85,16.833,71.017
Croatia,1996,94.241,23.279,70.962
Croatia,1997,93.359,17.312,76.047
Croatia,1998,98.731,17.834,80.897
Croatia,1999,102.114,21.695,80.419
Croatia,2000,96.55,19.084,77.465
Croatia,2001,101.516,21.094,80.421
Croatia,2002,101.622,17.079,84.543
Croatia,2003,106.32,15.828,90.491
Croatia,2004,110.541,21.996,88.545
Croatia,2005,109.285,20.219,89.066
Croatia,2006,107.95,18.917,89.033
Croatia,2007,108.455,13.441,95.014
Croatia,2008,107.864,16.463,91.402
Croatia,2009,106.489,20.996,85.493
Croatia,2010,108.264,25.822,82.442
Croatia,2011,94.448,14.649,79.799
Croatia,2012,87.595,14.799,72.795
Croatia,2013,96.073,25.705,70.368
Croatia,2014,96.009,27.339,68.669
Croatia,2015,91.02,20.636,70.384
Croatia,2016,94.731,22.623,72.108
Croatia,2017,94.783,19.222,75.561
Croatia,2018,98.16,26.558,71.602
Croatia,2019,95.813,23.208,72.605
Croatia,2020,91.378,23.763,67.616
Croatia,2021,98.312,29.235,69.077
Croatia,2022,93.167,24.236,68.931
Croatia,2023,101.162,31.933,69.229
Czechia,1965,468.778,6.599,462.179
Czechia,1966,472.285,6.22,466.064
Czechia,1967,464.94,5.606,459.334
Czechia,1968,484.892,4.339,480.554
Czechia,1969,505.533,3.541,501.992
Czechia,1970,526.872,5.057,521.814
Czechia,1971,553.701,3.572,550.129
Czechia,1972,556.845,3.738,553.108
Czechia,1973,560.165,3.197,556.968
Czechia,1974,566.171,5.379,560.793
Czechia,1975,589.3,5.364,583.936
Czechia,1976,605.729,4.276,601.453
